area,isi,sess,ori,true_pos,n_sample,val_acc,true_pos_train,n_sample_train,train_acc,C,bad_fit,ori_dist_id
LI,isi=250,13,4,35.0,52,0.6730769230769231,43.63461538461538,51,0.8555806938159878,0.1,False,4
LI,isi=250,13,3,16.0,42,0.38095238095238093,38.50000000000001,41,0.9390243902439026,1.6,True,3
LI,isi=250,13,2,34.0,46,0.7391304347826086,40.565217391304344,45,0.9014492753623188,0.1,False,2
LI,isi=250,13,1,36.0,55,0.6545454545454545,46.78181818181819,54,0.8663299663299665,0.1,False,1
LI,isi=250,12,7,19.0,41,0.4634146341463415,40.0,40,1.0,1.6,True,1
LI,isi=250,12,6,23.0,41,0.5609756097560976,37.26829268292683,40,0.9317073170731707,0.1,False,2
LI,isi=250,12,5,31.0,43,0.7209302325581395,39.0232558139535,42,0.9291251384274641,0.1,False,3
LI,isi=250,12,4,34.0,49,0.6938775510204082,44.24489795918367,48,0.9217687074829931,0.1,False,4
LI,isi=250,12,3,30.0,43,0.6976744186046512,37.372093023255815,42,0.889811738648948,0.1,False,3
LI,isi=250,12,2,28.0,40,0.7,35.52499999999999,39,0.9108974358974358,0.1,False,2
LI,isi=250,12,1,23.0,39,0.5897435897435898,35.79487179487179,38,0.9419703103913628,0.1,False,1
LI,isi=250,10,7,18.0,35,0.5142857142857142,28.71428571428571,34,0.8445378151260503,0.4,False,1
LI,isi=250,10,6,29.0,44,0.6590909090909091,31.18181818181818,43,0.7251585623678647,0.1,False,2
LI,isi=250,10,5,34.0,46,0.7391304347826086,36.15217391304346,45,0.803381642512077,0.1,False,3
LI,isi=250,10,4,27.0,44,0.6136363636363636,30.795454545454547,43,0.7161733615221988,0.1,False,4
LI,isi=250,10,3,26.0,39,0.6666666666666666,27.692307692307686,38,0.7287449392712549,0.1,False,3
LI,isi=250,10,2,24.0,38,0.631578947368421,28.973684210526315,37,0.783072546230441,0.1,False,2
LI,isi=250,10,1,17.0,32,0.53125,20.78125,31,0.6703629032258065,0.1,False,1
LI,isi=250,7,7,18.0,35,0.5142857142857142,24.714285714285708,34,0.7268907563025209,0.1,False,1
LI,isi=250,7,6,16.0,25,0.64,18.48,24,0.77,0.1,False,2
LI,isi=250,7,5,20.0,32,0.625,21.187499999999996,31,0.6834677419354838,0.1,False,3
LI,isi=250,7,4,28.0,45,0.6222222222222222,31.666666666666664,44,0.7196969696969696,0.1,False,4
LI,isi=250,7,3,23.0,41,0.5609756097560976,24.463414634146336,40,0.6115853658536584,0.1,False,3
LI,isi=250,7,2,30.0,46,0.6521739130434783,31.978260869565226,45,0.7106280193236717,0.1,False,2
LI,isi=250,7,1,25.0,46,0.5434782608695652,28.34782608695653,45,0.6299516908212562,0.1,False,1
LI,isi=250,6,7,22.0,43,0.5116279069767442,33.74418604651163,42,0.8034330011074197,0.1,False,1
LI,isi=250,6,6,28.0,36,0.7777777777777778,31.888888888888886,35,0.911111111111111,0.1,False,2
LI,isi=250,6,5,19.0,37,0.5135135135135135,31.324324324324323,36,0.8701201201201201,0.1,False,3
LI,isi=250,6,4,23.0,41,0.5609756097560976,35.19512195121952,40,0.8798780487804879,0.2,False,4
LI,isi=250,6,3,18.0,35,0.5142857142857142,30.74285714285714,34,0.9042016806722688,0.2,False,3
LI,isi=250,6,2,23.0,36,0.6388888888888888,29.472222222222225,35,0.8420634920634922,0.1,False,2
LI,isi=250,6,1,29.0,40,0.725,34.775000000000006,39,0.8916666666666668,0.1,False,1
LI,isi=250,3,7,24.0,44,0.5454545454545454,26.34090909090909,43,0.6125792811839323,0.1,False,1
LI,isi=250,3,6,22.0,42,0.5238095238095238,28.761904761904763,41,0.7015098722415796,0.2,False,2
LI,isi=250,3,5,20.0,38,0.5263157894736842,27.578947368421055,37,0.7453769559032718,0.2,False,3
LI,isi=250,3,4,16.0,38,0.42105263157894735,23.315789473684212,37,0.6301564722617354,1.6,True,4
LI,isi=250,3,3,20.0,34,0.5882352941176471,24.32352941176471,33,0.7370766488413548,0.2,False,3
LI,isi=250,3,2,24.0,36,0.6666666666666666,26.05555555555556,35,0.7444444444444446,0.1,False,2
LI,isi=250,3,1,22.0,39,0.5641025641025641,24.53846153846154,38,0.645748987854251,0.1,False,1
LI,isi=250,1,7,28.0,39,0.717948717948718,33.89743589743589,38,0.8920377867746287,0.1,False,1
LI,isi=250,1,6,20.0,42,0.47619047619047616,39.88095238095238,41,0.9727061556329849,1.6,True,2
LI,isi=250,1,5,24.0,40,0.6,33.650000000000006,39,0.862820512820513,0.1,False,3
LI,isi=250,1,4,24.0,42,0.5714285714285714,38.952380952380956,41,0.9500580720092916,0.4,False,4
LI,isi=250,1,3,16.0,46,0.34782608695652173,41.32608695652173,45,0.9183574879227051,1.6,True,3
LI,isi=250,1,2,28.0,43,0.6511627906976745,35.81395348837208,42,0.8527131782945734,0.1,False,2
LI,isi=250,1,1,26.0,39,0.6666666666666666,33.61538461538461,38,0.8846153846153846,0.1,False,1
LI,isi=250,0,7,33.0,47,0.7021276595744681,42.106382978723396,46,0.9153561517113782,0.1,False,1
LI,isi=250,0,6,31.0,45,0.6888888888888889,41.088888888888874,44,0.9338383838383836,0.1,False,2
LI,isi=250,0,5,26.0,37,0.7027027027027027,33.43243243243243,36,0.9286786786786786,0.1,False,3
LI,isi=250,0,4,20.0,39,0.5128205128205128,32.02564102564103,38,0.8427800269905534,0.1,False,4
LI,isi=250,0,3,24.0,38,0.631578947368421,31.07894736842106,37,0.8399715504978664,0.1,False,3
LI,isi=250,0,2,25.0,37,0.6756756756756757,34.7027027027027,36,0.9639639639639639,0.1,False,2
LI,isi=250,0,1,27.0,43,0.627906976744186,34.69767441860465,42,0.8261351052048727,0.1,False,1
LM,isi=6k,21,7,23.0,38,0.6052631578947368,27.92105263157895,37,0.7546230440967283,0.1,False,1
LM,isi=6k,21,6,16.0,37,0.43243243243243246,28.86486486486487,36,0.8018018018018019,1.6,True,2
LM,isi=6k,21,5,20.0,37,0.5405405405405406,26.837837837837835,36,0.7454954954954954,0.1,False,3
LM,isi=6k,21,4,19.0,38,0.5,33.00000000000001,37,0.891891891891892,1.6,True,4
LM,isi=6k,21,3,20.0,37,0.5405405405405406,29.945945945945947,36,0.8318318318318318,0.4,False,3
LM,isi=6k,21,2,23.0,36,0.6388888888888888,29.638888888888893,35,0.8468253968253969,0.1,False,2
LM,isi=6k,21,1,22.0,37,0.5945945945945946,27.43243243243243,36,0.762012012012012,0.1,False,1
LM,isi=6k,20,7,15.0,38,0.39473684210526316,37.0,37,1.0,1.6,True,1
LM,isi=6k,20,6,23.0,37,0.6216216216216216,33.1081081081081,36,0.9196696696696695,0.1,False,2
LM,isi=6k,20,5,28.0,36,0.7777777777777778,33.80555555555554,35,0.9658730158730156,0.1,False,3
LM,isi=6k,20,4,23.0,36,0.6388888888888888,31.083333333333332,35,0.888095238095238,0.1,False,4
LM,isi=6k,20,3,21.0,37,0.5675675675675675,29.702702702702705,36,0.8250750750750752,0.1,False,3
LM,isi=6k,20,2,26.0,38,0.6842105263157895,34.210526315789465,37,0.9246088193456613,0.1,False,2
LM,isi=6k,20,1,12.0,38,0.3157894736842105,37.0,37,1.0,1.6,True,1
LM,isi=6k,19,7,20.0,37,0.5405405405405406,30.783783783783782,36,0.8551051051051051,0.1,False,1
LM,isi=6k,19,6,11.0,36,0.3055555555555556,35.0,35,1.0,1.6,True,2
LM,isi=6k,19,5,27.0,36,0.75,31.138888888888886,35,0.8896825396825396,0.1,False,3
LM,isi=6k,19,4,27.0,36,0.75,33.138888888888886,35,0.9468253968253967,0.1,False,4
LM,isi=6k,19,3,20.0,37,0.5405405405405406,33.13513513513513,36,0.9204204204204203,0.1,False,3
LM,isi=6k,19,2,27.0,37,0.7297297297297297,30.864864864864863,36,0.8573573573573573,0.1,False,2
LM,isi=6k,19,1,22.0,37,0.5945945945945946,28.567567567567565,36,0.7935435435435435,0.1,False,1
LM,isi=6k,18,7,13.0,37,0.35135135135135137,36.0,36,1.0,1.6,True,1
LM,isi=6k,18,6,24.0,37,0.6486486486486487,35.78378378378378,36,0.993993993993994,0.1,False,2
LM,isi=6k,18,5,35.0,39,0.8974358974358975,37.282051282051285,38,0.9811066126855601,0.05,False,3
LM,isi=6k,18,4,26.0,40,0.65,38.125,39,0.9775641025641025,0.1,False,4
LM,isi=6k,18,3,29.0,37,0.7837837837837838,35.64864864864865,36,0.9902402402402404,0.1,False,3
LM,isi=6k,18,2,32.0,39,0.8205128205128205,37.97435897435897,38,0.9993252361673414,0.1,False,2
LM,isi=6k,18,1,26.0,39,0.6666666666666666,33.61538461538462,38,0.8846153846153848,0.05,False,1
LM,isi=6k,17,7,25.0,36,0.6944444444444444,35.0,35,1.0,0.1,True,1
LM,isi=6k,17,6,27.0,37,0.7297297297297297,35.24324324324324,36,0.978978978978979,0.1,False,2
LM,isi=6k,17,5,36.0,37,0.972972972972973,35.75675675675676,36,0.9932432432432432,0.05,False,3
LM,isi=6k,17,4,31.0,38,0.8157894736842105,36.60526315789474,37,0.9893314366998578,0.05,False,4
LM,isi=6k,17,3,32.0,37,0.8648648648648649,35.13513513513513,36,0.9759759759759759,0.05,False,3
LM,isi=6k,17,2,29.0,37,0.7837837837837838,34.37837837837837,36,0.9549549549549549,0.05,False,2
LM,isi=6k,17,1,28.0,37,0.7567567567567568,34.72972972972972,36,0.9647147147147145,0.1,False,1
LM,isi=6k,16,7,21.0,38,0.5526315789473685,22.842105263157894,37,0.6173541963015647,0.1,False,1
LM,isi=6k,16,6,25.0,36,0.6944444444444444,24.666666666666668,35,0.7047619047619048,0.1,False,2
LM,isi=6k,16,5,27.0,37,0.7297297297297297,26.162162162162165,36,0.7267267267267268,0.1,False,3
LM,isi=6k,16,4,20.0,38,0.5263157894736842,26.052631578947373,37,0.7041251778093884,0.1,False,4
LM,isi=6k,16,3,20.0,37,0.5405405405405406,24.64864864864865,36,0.6846846846846847,0.4,False,3
LM,isi=6k,16,2,14.0,38,0.3684210526315789,24.210526315789476,37,0.6543385490753912,1.6,True,2
LM,isi=6k,16,1,23.0,39,0.5897435897435898,23.153846153846153,38,0.6093117408906883,0.1,False,1
LM,isi=6k,15,7,11.0,37,0.2972972972972973,27.513513513513516,36,0.7642642642642643,1.6,True,1
LM,isi=6k,15,6,24.0,37,0.6486486486486487,26.43243243243243,36,0.7342342342342342,0.1,False,2
LM,isi=6k,15,5,21.0,37,0.5675675675675675,30.405405405405407,36,0.8445945945945946,0.1,False,3
LM,isi=6k,15,4,13.0,38,0.34210526315789475,29.631578947368425,37,0.8008534850640114,1.6,True,4
LM,isi=6k,15,3,20.0,37,0.5405405405405406,28.10810810810811,36,0.7807807807807808,0.2,False,3
LM,isi=6k,15,2,20.0,37,0.5405405405405406,27.54054054054054,36,0.765015015015015,0.1,False,2
LM,isi=6k,15,1,10.0,36,0.2777777777777778,24.138888888888893,35,0.6896825396825398,1.6,True,1
LM,isi=6k,14,7,19.0,34,0.5588235294117647,32.94117647058823,33,0.9982174688057041,0.2,False,1
LM,isi=6k,14,6,19.0,36,0.5277777777777778,35.0,35,1.0,0.4,True,2
LM,isi=6k,14,5,21.0,36,0.5833333333333334,32.61111111111111,35,0.9317460317460315,0.2,False,3
LM,isi=6k,14,4,29.0,36,0.8055555555555556,31.97222222222222,35,0.9134920634920635,0.1,False,4
LM,isi=6k,14,3,19.0,36,0.5277777777777778,31.083333333333332,35,0.888095238095238,0.1,False,3
LM,isi=6k,14,2,19.0,36,0.5277777777777778,32.05555555555555,35,0.9158730158730157,0.1,False,2
LM,isi=6k,14,1,19.0,34,0.5588235294117647,29.47058823529412,33,0.893048128342246,0.1,False,1
LM,isi=6k,13,7,20.0,35,0.5714285714285714,29.085714285714285,34,0.8554621848739495,0.05,False,1
LM,isi=6k,13,6,30.0,35,0.8571428571428571,31.74285714285714,34,0.9336134453781512,0.1,False,2
LM,isi=6k,13,5,24.0,35,0.6857142857142857,30.82857142857143,34,0.9067226890756303,0.1,False,3
LM,isi=6k,13,4,25.0,34,0.7352941176470589,30.735294117647058,33,0.9313725490196079,0.1,False,4
LM,isi=6k,13,3,18.0,34,0.5294117647058824,32.26470588235294,33,0.9777183600713012,0.2,False,3
LM,isi=6k,13,2,13.0,34,0.38235294117647056,33.0,33,1.0,1.6,True,2
LM,isi=6k,13,1,23.0,35,0.6571428571428571,30.17142857142857,34,0.8873949579831932,0.1,False,1
LM,isi=6k,12,7,18.0,34,0.5294117647058824,25.058823529411764,33,0.7593582887700535,0.1,False,1
LM,isi=6k,12,6,22.0,34,0.6470588235294118,27.294117647058826,33,0.8270944741532977,0.1,False,2
LM,isi=6k,12,5,22.0,34,0.6470588235294118,28.235294117647058,33,0.8556149732620321,0.1,False,3
LM,isi=6k,12,4,22.0,33,0.6666666666666666,23.272727272727273,32,0.7272727272727273,0.1,False,4
LM,isi=6k,12,3,19.0,35,0.5428571428571428,29.6,34,0.8705882352941177,0.1,False,3
LM,isi=6k,12,2,24.0,34,0.7058823529411765,26.23529411764706,33,0.7950089126559715,0.1,False,2
LM,isi=6k,12,1,22.0,34,0.6470588235294118,26.735294117647054,33,0.8101604278074865,0.1,False,1
LM,isi=6k,11,7,19.0,34,0.5588235294117647,24.70588235294118,33,0.7486631016042782,0.2,False,1
LM,isi=6k,11,6,21.0,35,0.6,25.91428571428571,34,0.7621848739495798,0.1,False,2
LM,isi=6k,11,5,24.0,36,0.6666666666666666,26.555555555555557,35,0.7587301587301588,0.1,False,3
LM,isi=6k,11,4,26.0,36,0.7222222222222222,27.222222222222232,35,0.777777777777778,0.1,False,4
LM,isi=6k,11,3,24.0,35,0.6857142857142857,26.62857142857143,34,0.7831932773109244,0.1,False,3
LM,isi=6k,11,2,14.0,36,0.3888888888888889,24.55555555555556,35,0.7015873015873018,1.6,True,2
LM,isi=6k,11,1,20.0,35,0.5714285714285714,24.000000000000007,34,0.7058823529411766,0.2,False,1
LM,isi=6k,10,7,20.0,34,0.5882352941176471,31.294117647058822,33,0.9483065953654188,0.1,False,1
LM,isi=6k,10,6,23.0,34,0.6764705882352942,29.647058823529413,33,0.8983957219251337,0.1,False,2
LM,isi=6k,10,5,22.0,35,0.6285714285714286,29.62857142857143,34,0.8714285714285714,0.1,False,3
LM,isi=6k,10,4,23.0,34,0.6764705882352942,32.05882352941177,33,0.9714795008912657,0.1,False,4
LM,isi=6k,10,3,27.0,36,0.75,33.36111111111111,35,0.953174603174603,0.1,False,3
LM,isi=6k,10,2,25.0,35,0.7142857142857143,32.65714285714286,34,0.9605042016806723,0.1,False,2
LM,isi=6k,10,1,25.0,35,0.7142857142857143,31.82857142857143,34,0.9361344537815126,0.1,False,1
LM,isi=6k,9,7,19.0,35,0.5428571428571428,32.599999999999994,34,0.9588235294117646,0.2,False,1
LM,isi=6k,9,6,19.0,35,0.5428571428571428,32.171428571428564,34,0.9462184873949577,0.4,False,2
LM,isi=6k,9,5,23.0,35,0.6571428571428571,31.314285714285713,34,0.9210084033613445,0.1,False,3
LM,isi=6k,9,4,16.0,36,0.4444444444444444,35.0,35,1.0,1.6,True,4
LM,isi=6k,9,3,25.0,36,0.6944444444444444,32.88888888888888,35,0.9396825396825395,0.1,False,3
LM,isi=6k,9,2,23.0,35,0.6571428571428571,30.628571428571426,34,0.9008403361344537,0.1,False,2
LM,isi=6k,9,1,10.0,34,0.29411764705882354,33.0,33,1.0,1.6,True,1
LM,isi=6k,8,7,17.0,36,0.4722222222222222,34.888888888888886,35,0.9968253968253968,0.4,True,1
LM,isi=6k,8,6,28.0,36,0.7777777777777778,31.166666666666664,35,0.8904761904761904,0.1,False,2
LM,isi=6k,8,5,25.0,36,0.6944444444444444,32.47222222222222,35,0.9277777777777777,0.1,False,3
LM,isi=6k,8,4,23.0,36,0.6388888888888888,31.444444444444443,35,0.8984126984126983,0.1,False,4
LM,isi=6k,8,3,26.0,34,0.7647058823529411,31.676470588235293,33,0.9598930481283422,0.1,False,3
LM,isi=6k,8,2,25.0,34,0.7352941176470589,32.588235294117645,33,0.9875222816399287,0.1,False,2
LM,isi=6k,8,1,25.0,35,0.7142857142857143,33.171428571428564,34,0.9756302521008402,0.1,False,1
LM,isi=6k,7,7,15.0,35,0.42857142857142855,34.0,34,1.0,1.6,True,1
LM,isi=6k,7,6,29.0,36,0.8055555555555556,32.19444444444444,35,0.9198412698412698,0.1,False,2
LM,isi=6k,7,5,35.0,36,0.9722222222222222,34.05555555555554,35,0.9730158730158727,0.05,False,3
LM,isi=6k,7,4,19.0,35,0.5428571428571428,34.0,34,1.0,0.1,True,4
LM,isi=6k,7,3,25.0,34,0.7352941176470589,30.558823529411764,33,0.9260249554367201,0.1,False,3
LM,isi=6k,7,2,26.0,33,0.7878787878787878,30.272727272727273,32,0.9460227272727273,0.1,False,2
LM,isi=6k,7,1,21.0,34,0.6176470588235294,32.23529411764706,33,0.9768270944741533,0.1,False,1
LM,isi=6k,6,7,11.0,35,0.3142857142857143,34.0,34,1.0,1.6,True,1
LM,isi=6k,6,6,25.0,35,0.7142857142857143,31.74285714285714,34,0.9336134453781512,0.1,False,2
LM,isi=6k,6,5,28.0,35,0.8,31.428571428571427,34,0.9243697478991596,0.1,False,3
LM,isi=6k,6,4,23.0,35,0.6571428571428571,32.65714285714286,34,0.9605042016806723,0.1,False,4
LM,isi=6k,6,3,22.0,36,0.6111111111111112,33.5,35,0.9571428571428571,0.1,False,3
LM,isi=6k,6,2,24.0,35,0.6857142857142857,32.05714285714285,34,0.9428571428571426,0.1,False,2
LM,isi=6k,6,1,18.0,35,0.5142857142857142,29.4,34,0.8647058823529411,0.1,False,1
LM,isi=6k,5,7,24.0,33,0.7272727272727273,29.09090909090909,32,0.9090909090909091,0.1,False,1
LM,isi=6k,5,6,19.0,35,0.5428571428571428,33.25714285714285,34,0.9781512605042016,0.1,False,2
LM,isi=6k,5,5,30.0,35,0.8571428571428571,33.05714285714285,34,0.9722689075630251,0.1,False,3
LM,isi=6k,5,4,20.0,35,0.5714285714285714,30.37142857142857,34,0.8932773109243697,0.1,False,4
LM,isi=6k,5,3,23.0,36,0.6388888888888888,33.16666666666666,35,0.9476190476190474,0.05,False,3
LM,isi=6k,5,2,27.0,36,0.75,32.58333333333333,35,0.9309523809523809,0.1,False,2
LM,isi=6k,5,1,21.0,34,0.6176470588235294,31.323529411764707,33,0.9491978609625669,0.1,False,1
LM,isi=6k,4,7,31.0,36,0.8611111111111112,34.833333333333336,35,0.9952380952380953,0.1,False,1
LM,isi=6k,4,6,23.0,35,0.6571428571428571,30.314285714285713,34,0.8915966386554621,0.1,False,2
LM,isi=6k,4,5,20.0,35,0.5714285714285714,27.6,34,0.8117647058823529,0.1,False,3
LM,isi=6k,4,4,23.0,36,0.6388888888888888,29.16666666666667,35,0.8333333333333335,0.1,False,4
LM,isi=6k,4,3,25.0,36,0.6944444444444444,31.361111111111107,35,0.896031746031746,0.1,False,3
LM,isi=6k,4,2,30.0,33,0.9090909090909091,30.696969696969695,32,0.959280303030303,0.1,False,2
LM,isi=6k,4,1,26.0,33,0.7878787878787878,30.696969696969695,32,0.959280303030303,0.1,False,1
LM,isi=6k,3,7,14.0,34,0.4117647058823529,33.0,33,1.0,1.6,True,1
LM,isi=6k,3,6,28.0,34,0.8235294117647058,30.70588235294118,33,0.9304812834224601,0.1,False,2
LM,isi=6k,3,5,20.0,36,0.5555555555555556,31.666666666666664,35,0.9047619047619047,0.1,False,3
LM,isi=6k,3,4,26.0,36,0.7222222222222222,29.000000000000007,35,0.8285714285714287,0.1,False,4
LM,isi=6k,3,3,23.0,36,0.6388888888888888,29.777777777777782,35,0.8507936507936509,0.1,False,3
LM,isi=6k,3,2,29.0,36,0.8055555555555556,31.11111111111111,35,0.8888888888888888,0.1,False,2
LM,isi=6k,3,1,27.0,36,0.75,31.666666666666664,35,0.9047619047619047,0.1,False,1
LM,isi=6k,2,7,14.0,35,0.4,34.0,34,1.0,1.6,True,1
LM,isi=6k,2,6,13.0,34,0.38235294117647056,33.0,33,1.0,1.6,True,2
LM,isi=6k,2,5,23.0,34,0.6764705882352942,32.55882352941177,33,0.9866310160427808,0.1,False,3
LM,isi=6k,2,4,17.0,33,0.5151515151515151,28.757575757575758,32,0.8986742424242424,0.1,False,4
LM,isi=6k,2,3,19.0,36,0.5277777777777778,34.86111111111111,35,0.9960317460317459,0.2,False,3
LM,isi=6k,2,2,34.0,36,0.9444444444444444,34.027777777777764,35,0.9722222222222219,0.1,False,2
LM,isi=6k,2,1,20.0,36,0.5555555555555556,35.0,35,1.0,0.1,True,1
LM,isi=6k,1,7,15.0,34,0.4411764705882353,22.176470588235297,33,0.6720142602495545,1.6,True,1
LM,isi=6k,1,6,15.0,34,0.4411764705882353,23.470588235294116,33,0.7112299465240641,1.6,True,2
LM,isi=6k,1,5,22.0,34,0.6470588235294118,26.61764705882353,33,0.8065953654188949,0.1,False,3
LM,isi=6k,1,4,17.0,35,0.4857142857142857,20.914285714285718,34,0.6151260504201682,1.6,True,4
LM,isi=6k,1,3,24.0,35,0.6857142857142857,24.971428571428568,34,0.734453781512605,0.1,False,3
LM,isi=6k,1,2,19.0,35,0.5428571428571428,21.942857142857143,34,0.6453781512605042,0.1,False,2
