area,isi,sess,ori,cell_id,weight,bad_fit
V1,250,1,4,200728_003_48,1.237183142368976,False
V1,250,1,4,200728_003_5,0.994966710688459,False
V1,250,1,4,200728_003_51,0.0060957538739074835,False
V1,250,1,4,200728_003_8,-0.8668626801902967,False
V1,250,1,7,200728_003_18,0.37927437628683336,False
V1,250,1,7,200728_003_22,-1.2805928896571803,False
V1,250,1,7,200728_003_25,0.044508512460097904,False
V1,250,1,7,200728_003_27,-0.755470398950493,False
V1,250,1,7,200728_003_4,1.0453229992850765,False
V1,250,1,7,200728_003_42,1.0970068573663525,False
V1,250,1,7,200728_003_48,-0.2973242624721344,False
V1,250,1,7,200728_003_5,0.20743048024777977,False
V1,250,1,7,200728_003_51,-0.8303239370832429,False
V1,250,1,7,200728_003_8,1.9920497606011196,False
V1,250,1,6,200728_003_18,0.12483113117075106,False
V1,250,1,6,200728_003_22,-0.13328506597443734,False
V1,250,1,6,200728_003_25,0.07927847145760225,False
V1,250,1,6,200728_003_27,0.46498433620067203,False
V1,250,1,6,200728_003_4,-0.5901527120219328,False
V1,250,1,6,200728_003_42,-0.8497697373468114,False
V1,250,1,6,200728_003_48,-0.8037884868899301,False
V1,250,1,6,200728_003_5,0.12475157734512976,False
V1,250,1,6,200728_003_51,-0.589191813843513,False
V1,250,1,6,200728_003_8,0.3193472539617801,False
V1,250,1,5,200728_003_18,0.0012859928483948124,False
V1,250,1,5,200728_003_22,0.12424489195812782,False
V1,250,1,5,200728_003_25,0.09758401435791164,False
V1,250,1,5,200728_003_27,0.5491305897819245,False
V1,250,1,5,200728_003_4,0.568503954580768,False
V1,250,1,5,200728_003_42,0.880189412215401,False
V1,250,1,5,200728_003_48,0.4326671413517431,False
V1,250,1,5,200728_003_5,0.20724229712746478,False
V1,250,1,5,200728_003_51,-0.16650376567788783,False
V1,250,1,5,200728_003_8,-1.0592085825609274,False
V1,250,2,1,200803_002_2,-0.5843181997831977,False
V1,250,2,1,200803_002_24,-0.8100700032807886,False
V1,250,2,1,200803_002_26,0.3963050247577211,False
V1,250,2,1,200803_002_29,-1.8763820847856838,False
V1,250,2,1,200803_002_31,0.4885258069127245,False
V1,250,2,1,200803_002_37,0.25719674533078773,False
V1,250,2,1,200803_002_38,-0.3912262448560966,False
V1,250,2,1,200803_002_47,0.1581121151728624,False
V1,250,2,1,200803_002_49,1.249126706264052,False
V1,250,2,1,200803_002_52,0.15765599826323218,False
V1,250,2,2,200803_002_2,0.7077186790924017,False
V1,250,2,2,200803_002_24,-0.8078402427722864,False
V1,250,2,2,200803_002_26,-0.5024639420955452,False
V1,250,2,2,200803_002_29,0.3878708226450112,False
V1,250,2,2,200803_002_31,-0.5738373710989961,False
V1,250,2,2,200803_002_37,0.440638971131456,False
V1,250,2,2,200803_002_38,-0.9528967439736604,False
V1,250,2,2,200803_002_47,-2.3229588096130307,False
V1,250,2,2,200803_002_49,1.4297795942671652,False
V1,250,2,2,200803_002_52,1.0387571096700547,False
V1,250,2,3,200803_002_2,-0.07756570057618717,False
V1,250,2,3,200803_002_24,-0.7616994124046101,False
V1,250,2,3,200803_002_26,-0.16509217218880679,False
V1,250,2,3,200803_002_29,0.033982941501404795,False
V1,250,2,3,200803_002_31,-0.66776738498924,False
V1,250,2,3,200803_002_37,-1.1139685959389936,False
V1,250,2,3,200803_002_38,0.9433018767753651,False
V1,250,2,3,200803_002_47,0.5082030153002819,False
V1,250,2,3,200803_002_49,-1.0481354254615085,False
V1,250,2,3,200803_002_52,-0.5573819728078817,False
V1,250,2,4,200803_002_2,-0.7386074749684219,False
V1,250,2,4,200803_002_24,-0.7163576006910652,False
V1,250,2,4,200803_002_26,-0.3946756054808098,False
V1,250,2,4,200803_002_29,-0.753113050585239,False
V1,250,2,4,200803_002_31,-0.09774448100619892,False
V1,250,2,4,200803_002_37,-0.4653935669205964,False
V1,250,2,4,200803_002_38,-0.3063016925301376,False
V1,250,2,4,200803_002_47,0.6795423819988784,False
V1,250,2,4,200803_002_49,-0.7743815393144828,False
V1,250,2,4,200803_002_52,-0.700369423685359,False
V1,250,2,7,200803_002_2,0.10275527302488285,False
V1,250,2,7,200803_002_24,-0.059779741293986,False
V1,250,2,7,200803_002_26,-0.2789182412617639,False
V1,250,2,7,200803_002_29,1.0325907673304329,False
V1,250,2,7,200803_002_31,0.3056984299416712,False
V1,250,2,7,200803_002_37,-0.5387614315806246,False
V1,250,2,7,200803_002_38,-0.029871671566368718,False
V1,250,2,7,200803_002_47,0.00015979250586894977,False
V1,250,2,7,200803_002_49,0.24828482951056685,False
V1,250,2,7,200803_002_52,-0.21352191045116342,False
V1,250,2,6,200803_002_2,0.9415574650709821,False
V1,250,2,6,200803_002_24,3.781141738425774,False
V1,250,2,6,200803_002_26,-0.03674949238376257,False
V1,250,2,6,200803_002_29,-5.219731852629183,False
V1,250,2,6,200803_002_31,-3.4652887075463914,False
V1,250,2,6,200803_002_37,-1.556676574044321,False
V1,250,2,6,200803_002_38,1.3712283774658935,False
V1,250,2,6,200803_002_47,-0.07659547904951935,False
V1,250,2,6,200803_002_49,0.9826704122025003,False
V1,250,2,6,200803_002_52,0.4462005616706719,False
V1,250,2,5,200803_002_2,-0.12307089460074216,False
V1,250,2,5,200803_002_24,-0.6230812380878827,False
V1,250,2,5,200803_002_26,0.04946465596006533,False
V1,250,2,5,200803_002_29,-0.2981580551709442,False
V1,250,2,5,200803_002_31,-0.39194809309522505,False
V1,250,2,5,200803_002_37,0.26294655021354174,False
V1,250,2,5,200803_002_38,0.8164578661545789,False
V1,250,2,5,200803_002_47,-0.2553512620465579,False
V1,250,2,5,200803_002_49,-0.8103046669146607,False
V1,250,2,5,200803_002_52,0.8212645716578066,False
V1,250,3,1,201015_004_0,0.020879931183799272,False
V1,250,3,1,201015_004_23,-0.14034830941574228,False
V1,250,3,1,201015_004_54,0.11557846016312823,False
V1,250,3,1,201015_004_64,0.11120305759033222,False
V1,250,3,1,201015_004_67,0.41870746487448685,False
V1,250,3,1,201015_004_7,0.36756442642966647,False
V1,250,3,1,201015_004_70,-0.451500059105463,False
V1,250,3,1,201015_004_73,0.12256735865273427,False
V1,250,3,1,201015_004_79,0.8778660240189851,False
V1,250,3,1,201015_004_8,-0.07666186416128085,False
V1,250,3,2,201015_004_0,-1.586608022739739,False
V1,250,3,2,201015_004_23,1.3774720317700826,False
V1,250,3,2,201015_004_54,4.06823029681822,False
V1,250,3,2,201015_004_64,-2.2634231214983487,False
V1,250,3,2,201015_004_67,-0.40675101422101534,False
V1,250,3,2,201015_004_7,-0.549624753729006,False
V1,250,3,2,201015_004_70,1.0369779876267131,False
V1,250,3,2,201015_004_73,0.1364749533040026,False
V1,250,3,2,201015_004_79,-0.8710942328295133,False
V1,250,3,2,201015_004_8,-1.3843355918650673,False
V1,250,3,3,201015_004_0,0.30513744075433813,False
V1,250,3,3,201015_004_23,0.289670725652897,False
V1,250,3,3,201015_004_54,-0.6697349506415549,False
V1,250,3,3,201015_004_64,0.774190232512268,False
V1,250,3,3,201015_004_67,0.12943510830403682,False
V1,250,3,3,201015_004_7,-0.31838932668173925,False
V1,250,3,3,201015_004_70,-0.2536945851591703,False
V1,250,3,3,201015_004_73,-0.3616797528874436,False
V1,250,3,3,201015_004_79,1.664989472174513,False
V1,250,3,3,201015_004_8,1.1426930402618183,False
V1,250,3,4,201015_004_0,0.9503647482694362,False
V1,250,3,4,201015_004_23,0.7780115781326886,False
V1,250,3,4,201015_004_54,0.8447719947653187,False
V1,250,3,4,201015_004_64,0.5513171106336259,False
V1,250,3,4,201015_004_67,-0.8857179412593297,False
V1,250,3,4,201015_004_7,0.08800063961841431,False
V1,250,3,4,201015_004_70,-2.112822156326689,False
V1,250,3,4,201015_004_73,-0.07128427641909951,False
V1,250,3,4,201015_004_79,0.23305876612286625,False
V1,250,3,4,201015_004_8,0.36086319141757883,False
V1,250,3,7,201015_004_0,-1.4779175602328447,False
V1,250,3,7,201015_004_23,-0.31228312521549384,False
V1,250,3,7,201015_004_54,-1.609807280269929,False
V1,250,3,7,201015_004_64,2.658161095905487,False
V1,250,3,7,201015_004_67,0.6773531274325251,False
V1,250,3,7,201015_004_7,-0.04300877095930744,False
V1,250,3,7,201015_004_70,-2.0716524105260135,False
V1,250,3,7,201015_004_73,-0.9336617077352596,False
V1,250,3,7,201015_004_79,1.6641878858698327,False
V1,250,3,7,201015_004_8,0.3106882916003397,False
V1,250,3,6,201015_004_0,0.7403760382731877,False
V1,250,3,6,201015_004_23,0.22591273647001475,False
V1,250,3,6,201015_004_54,0.46930470074533326,False
V1,250,3,6,201015_004_64,-0.688274726278264,False
V1,250,3,6,201015_004_67,0.9106855066492376,False
V1,250,3,6,201015_004_7,0.13673549766910698,False
V1,250,3,6,201015_004_70,1.8762861828019228,False
V1,250,3,6,201015_004_73,0.8950756684064077,False
V1,250,3,6,201015_004_79,-0.5453027478286745,False
V1,250,3,6,201015_004_8,-0.181024607571171,False
V1,250,3,5,201015_004_0,3.6985021703235663,False
V1,250,3,5,201015_004_23,2.4560903528912506,False
V1,250,3,5,201015_004_54,-0.3455631585512773,False
V1,250,3,5,201015_004_64,-2.4924336561042413,False
V1,250,3,5,201015_004_67,-3.5054182213633442,False
V1,250,3,5,201015_004_7,-1.1043481838917515,False
V1,250,3,5,201015_004_70,-0.7040074946588639,False
V1,250,3,5,201015_004_73,0.6381292358521691,False
V1,250,3,5,201015_004_79,-0.7951557415633406,False
V1,250,3,5,201015_004_8,3.738068302353843,False
V1,250,4,1,201209_002_10,0.28438584665213895,False
V1,250,4,1,201209_002_121,0.2957554492535337,False
V1,250,4,1,201209_002_31,0.5370028900553976,False
V1,250,4,1,201209_002_32,0.8215085795420354,False
V1,250,4,1,201209_002_40,0.5383209155720863,False
V1,250,4,1,201209_002_49,-0.14504777954496717,False
V1,250,4,1,201209_002_66,0.5823709097860359,False
V1,250,4,1,201209_002_84,0.04272488438818556,False
V1,250,4,1,201209_002_9,0.30868130809363103,False
V1,250,4,1,201209_002_93,-1.011189189971752,False
V1,250,4,2,201209_002_10,0.23243134228474105,False
V1,250,4,2,201209_002_121,0.26377407500217487,False
V1,250,4,2,201209_002_31,0.7802820961753305,False
V1,250,4,2,201209_002_32,-0.08709108528014653,False
V1,250,4,2,201209_002_40,-0.7546085567319158,False
V1,250,4,2,201209_002_49,0.6354125556747761,False
V1,250,4,2,201209_002_66,0.33185310263002066,False
V1,250,4,2,201209_002_84,0.3478962051738108,False
V1,250,4,2,201209_002_9,-0.8930619961417818,False
V1,250,4,2,201209_002_93,-0.5229438589858404,False
V1,250,4,3,201209_002_10,1.1829809671455302,False
V1,250,4,3,201209_002_121,1.364360476038057,False
V1,250,4,3,201209_002_31,1.3480511941872382,False
V1,250,4,3,201209_002_32,0.10012099553556109,False
V1,250,4,3,201209_002_40,0.7972658351291623,False
V1,250,4,3,201209_002_49,-0.32560117424323953,False
V1,250,4,3,201209_002_66,-1.4320726922886298,False
V1,250,4,3,201209_002_84,-1.2019585371427188,False
V1,250,4,3,201209_002_9,0.5025368335404428,False
V1,250,4,3,201209_002_93,-1.3608010922774665,False
V1,250,4,4,201209_002_10,-0.6881284627757083,False
V1,250,4,4,201209_002_121,1.2887775061628073,False
V1,250,4,4,201209_002_31,0.4848409206938733,False
V1,250,4,4,201209_002_32,-0.6452655216215035,False
V1,250,4,4,201209_002_40,0.10638279460716404,False
V1,250,4,4,201209_002_49,-0.07058841038934105,False
V1,250,4,4,201209_002_66,-0.9349715842114179,False
V1,250,4,4,201209_002_84,0.10400241415058886,False
V1,250,4,4,201209_002_9,0.8072135691478248,False
V1,250,4,4,201209_002_93,-0.26035867353431996,False
V1,250,4,7,201209_002_10,0.026736921670000413,False
V1,250,4,7,201209_002_121,-1.2041707805641408,False
V1,250,4,7,201209_002_31,0.7138900138432729,False
V1,250,4,7,201209_002_32,0.15219140877746895,False
V1,250,4,7,201209_002_40,2.173631470814555,False
V1,250,4,7,201209_002_49,0.04217504790030091,False
V1,250,4,7,201209_002_66,0.5404835493355895,False
V1,250,4,7,201209_002_84,-0.15744026719736248,False
V1,250,4,7,201209_002_9,-0.5060647087078571,False
V1,250,4,7,201209_002_93,-0.10689655132657094,False
V1,250,4,6,201209_002_10,0.3597129232865939,False
V1,250,4,6,201209_002_121,0.44519399815433225,False
V1,250,4,6,201209_002_31,-0.5212260143855971,False
V1,250,4,6,201209_002_32,-0.15965696505891103,False
V1,250,4,6,201209_002_40,0.08355715355919813,False
V1,250,4,6,201209_002_49,-0.6214037791360969,False
V1,250,4,6,201209_002_66,-0.2037996914014144,False
V1,250,4,6,201209_002_84,-0.34755176497439333,False
V1,250,4,6,201209_002_9,0.8175863724575265,False
V1,250,4,6,201209_002_93,-0.4856552824270821,False
V1,250,4,5,201209_002_10,1.894836386423279,False
V1,250,4,5,201209_002_121,0.5011365014974132,False
V1,250,4,5,201209_002_31,2.4004776869096283,False
V1,250,4,5,201209_002_32,0.7556797943631466,False
V1,250,4,5,201209_002_40,-4.117510574676615,False
V1,250,4,5,201209_002_49,0.01222201801368783,False
V1,250,4,5,201209_002_66,3.0261640839094923,False
V1,250,4,5,201209_002_84,1.0618225696822776,False
V1,250,4,5,201209_002_9,-1.9334052021050425,False
V1,250,4,5,201209_002_93,-0.9784547236328578,False
V1,250,5,1,210120_003_14,-1.2151749570353907,False
V1,250,5,1,210120_003_16,4.692307307037897,False
V1,250,5,1,210120_003_20,0.9079774143151113,False
V1,250,5,1,210120_003_3,-0.6689791658405517,False
V1,250,5,1,210120_003_30,1.0095769502986798,False
V1,250,5,1,210120_003_38,0.08762012686782938,False
V1,250,5,1,210120_003_41,-0.046674635737904424,False
V1,250,5,1,210120_003_44,-2.0863687201131924,False
V1,250,5,1,210120_003_46,0.611066627356017,False
V1,250,5,1,210120_003_60,-0.6925935812333055,False
V1,250,5,2,210120_003_14,1.0923033408916631,False
V1,250,5,2,210120_003_16,-1.186909160712906,False
V1,250,5,2,210120_003_20,-0.2685522579903251,False
V1,250,5,2,210120_003_3,-2.1191308042243953,False
V1,250,5,2,210120_003_30,-1.47160292889695,False
V1,250,5,2,210120_003_38,0.5537088339075346,False
V1,250,5,2,210120_003_41,-0.1314258219929156,False
V1,250,5,2,210120_003_44,-0.8285482242942039,False
V1,250,5,2,210120_003_46,1.9054879747322362,False
V1,250,5,2,210120_003_60,-0.4439977512984676,False
V1,250,5,3,210120_003_14,0.023343389879968868,False
V1,250,5,3,210120_003_16,-0.41110803892586034,False
V1,250,5,3,210120_003_20,0.3171262784215685,False
V1,250,5,3,210120_003_3,0.46008055012335447,False
V1,250,5,3,210120_003_30,-0.8369222326555033,False
V1,250,5,3,210120_003_38,0.10787194220291951,False
V1,250,5,3,210120_003_41,0.10009797077998428,False
V1,250,5,3,210120_003_44,0.042511280279853736,False
V1,250,5,3,210120_003_46,0.1476263706093448,False
V1,250,5,3,210120_003_60,-0.1503603705308194,False
V1,250,5,4,210120_003_14,-5.607871236091657,False
V1,250,5,4,210120_003_16,0.8256263928518681,False
V1,250,5,4,210120_003_20,0.9691104437999054,False
V1,250,5,4,210120_003_3,-0.4333455932317667,False
V1,250,5,4,210120_003_30,-0.6180480016939915,False
V1,250,5,4,210120_003_38,0.5971058922865395,False
V1,250,5,4,210120_003_41,-1.4894554055140385,False
V1,250,5,4,210120_003_44,-0.4235238679854951,False
V1,250,5,4,210120_003_46,-0.7687371321107683,False
V1,250,5,4,210120_003_60,0.24063886324756645,False
V1,250,5,7,210120_003_14,1.2706298999780827,False
V1,250,5,7,210120_003_16,0.04366278053467454,False
V1,250,5,7,210120_003_20,0.18244784035442763,False
V1,250,5,7,210120_003_3,-0.9898734455911331,False
V1,250,5,7,210120_003_30,-1.10624530341725,False
V1,250,5,7,210120_003_38,0.11148031786035517,False
V1,250,5,7,210120_003_41,1.863341085825276,False
V1,250,5,7,210120_003_44,-0.9051834664152523,False
V1,250,5,7,210120_003_46,0.28035854611207256,False
V1,250,5,7,210120_003_60,0.9977654927163115,False
V1,250,5,6,210120_003_14,0.6484656380787166,False
V1,250,5,6,210120_003_16,-0.4013610818218112,False
V1,250,5,6,210120_003_20,0.2380936778351206,False
V1,250,5,6,210120_003_3,-0.016367928074259908,False
V1,250,5,6,210120_003_30,-0.41374533167700633,False
V1,250,5,6,210120_003_38,-0.21738694287867588,False
V1,250,5,6,210120_003_41,0.5456260219180518,False
V1,250,5,6,210120_003_44,-0.035171058006810085,False
V1,250,5,6,210120_003_46,0.30128879288386656,False
V1,250,5,6,210120_003_60,-0.4503905731899014,False
V1,250,5,5,210120_003_14,-1.183810465865026,False
V1,250,5,5,210120_003_16,-0.8573822092372865,False
V1,250,5,5,210120_003_20,1.0946610423323548,False
V1,250,5,5,210120_003_3,-0.48766846635163574,False
V1,250,5,5,210120_003_30,1.136239402588501,False
V1,250,5,5,210120_003_38,-0.8556040133977163,False
V1,250,5,5,210120_003_41,-2.345046754203487,False
V1,250,5,5,210120_003_44,0.1963023277728837,False
V1,250,5,5,210120_003_46,0.688298708784302,False
V1,250,5,5,210120_003_60,-2.7365500734338966,False
V1,6000,0,1,200720_003_100,0.49001464794083915,False
V1,6000,0,1,200720_003_2,-0.08383757437494666,False
V1,6000,0,1,200720_003_34,0.598661653449593,False
V1,6000,0,1,200720_003_44,-0.26734088002279766,False
V1,6000,0,1,200720_003_61,0.8337183277976656,False
V1,6000,0,1,200720_003_66,-0.09642637100350226,False
V1,6000,0,1,200720_003_7,0.658770537565438,False
V1,6000,0,1,200720_003_70,-0.03717704503424102,False
V1,6000,0,1,200720_003_81,0.29712695316208304,False
V1,6000,0,1,200720_003_84,-0.421849125589004,False
V1,6000,0,2,200720_003_100,0.32224615110898824,False
V1,6000,0,2,200720_003_2,0.010065043663558981,False
V1,6000,0,2,200720_003_34,0.7860327277696797,False
V1,6000,0,2,200720_003_44,-0.20693795728919184,False
V1,6000,0,2,200720_003_61,0.1037561328529506,False
V1,6000,0,2,200720_003_66,-0.41213066279698296,False
V1,6000,0,2,200720_003_7,0.6670742674533585,False
V1,6000,0,2,200720_003_70,-0.054985832798081447,False
V1,6000,0,2,200720_003_81,-0.08524294162765234,False
V1,6000,0,2,200720_003_84,0.11609451995484932,False
V1,6000,0,3,200720_003_100,1.8769252099993743,False
V1,6000,0,3,200720_003_2,1.123509460333314,False
V1,6000,0,3,200720_003_34,-1.0835934647068228,False
V1,6000,0,3,200720_003_44,0.1358242858551999,False
V1,6000,0,3,200720_003_61,-0.7943187871503596,False
V1,6000,0,3,200720_003_66,-0.3643383342583526,False
V1,6000,0,3,200720_003_7,-1.173405151086305,False
V1,6000,0,3,200720_003_70,0.8357883760856737,False
V1,6000,0,3,200720_003_81,-0.18326885597261366,False
V1,6000,0,3,200720_003_84,0.8001642938752056,False
V1,6000,0,4,200720_003_100,-0.25235544325204273,False
V1,6000,0,4,200720_003_2,-1.1856996401137736,False
V1,6000,0,4,200720_003_34,0.18413466487588082,False
V1,6000,0,4,200720_003_44,0.639370206678433,False
V1,6000,0,4,200720_003_61,0.29426016503722074,False
V1,6000,0,4,200720_003_66,0.5202604656152463,False
V1,6000,0,4,200720_003_7,-0.3227072316034807,False
V1,6000,0,4,200720_003_70,0.9637884342121019,False
V1,6000,0,4,200720_003_81,-0.3931053370187243,False
V1,6000,0,4,200720_003_84,-0.2666848396179624,False
V1,6000,0,7,200720_003_100,-0.20473656496025683,False
V1,6000,0,7,200720_003_2,0.4846440420521958,False
V1,6000,0,7,200720_003_34,0.33983501902964974,False
V1,6000,0,7,200720_003_44,0.5309298522957309,False
V1,6000,0,7,200720_003_61,-0.36918016684483046,False
V1,6000,0,7,200720_003_66,2.534167084959165,False
V1,6000,0,7,200720_003_7,0.16763882616669612,False
V1,6000,0,7,200720_003_70,0.24910750450753483,False
V1,6000,0,7,200720_003_81,1.5642269142341227,False
V1,6000,0,7,200720_003_84,-0.6038463291823923,False
V1,6000,0,6,200720_003_100,-0.36166987976615417,False
V1,6000,0,6,200720_003_2,2.9540414172515748,False
V1,6000,0,6,200720_003_34,0.47828810195151306,False
V1,6000,0,6,200720_003_44,-1.4488025083599503,False
V1,6000,0,6,200720_003_61,-1.5576227839025112,False
V1,6000,0,6,200720_003_66,-1.4091577332220027,False
V1,6000,0,6,200720_003_7,0.06899441519646388,False
V1,6000,0,6,200720_003_70,0.12894436372767615,False
V1,6000,0,6,200720_003_81,-2.881956266688638,False
V1,6000,0,6,200720_003_84,1.2860017772928387,False
V1,6000,0,5,200720_003_100,-0.16902293506296395,False
V1,6000,0,5,200720_003_2,2.5874329128116322,False
V1,6000,0,5,200720_003_34,0.7667343946139269,False
V1,6000,0,5,200720_003_44,-0.7608342104812866,False
V1,6000,0,5,200720_003_61,-0.609935690533602,False
V1,6000,0,5,200720_003_66,-0.4255334371799311,False
V1,6000,0,5,200720_003_7,-0.08989673694052946,False
V1,6000,0,5,200720_003_70,0.22052503996635586,False
V1,6000,0,5,200720_003_81,-0.1860813812259341,False
V1,6000,0,5,200720_003_84,-0.5417540319553953,False
V1,6000,1,1,200728_003_18,0.059708412969739166,False
V1,6000,1,1,200728_003_22,-0.050489982303187034,False
V1,6000,1,1,200728_003_25,0.006737896572893476,False
V1,6000,1,1,200728_003_27,-0.36582492439853165,False
V1,6000,1,1,200728_003_4,0.37049583040019396,False
V1,6000,1,1,200728_003_42,0.8295155410642048,False
V1,6000,1,1,200728_003_48,-0.07408692001651396,False
V1,6000,1,1,200728_003_5,0.18565638010293561,False
V1,6000,1,1,200728_003_51,-0.72628171501478,False
V1,6000,1,1,200728_003_8,-0.39924268225230364,False
V1,6000,1,2,200728_003_18,0.40800630540295657,False
V1,6000,1,2,200728_003_22,0.09415275864964912,False
V1,6000,1,2,200728_003_25,-0.5956036995540082,False
V1,6000,1,2,200728_003_27,1.4935629470330674,False
V1,6000,1,2,200728_003_4,0.7032073455965033,False
V1,6000,1,2,200728_003_42,-0.7798955227126072,False
