,Registered_file,Template_file,Transformation_matrix
0,reg_day09A5.png,reg_day06A5.png,"[[ 1.00243983e+00 -5.79844513e-03 -7.61727749e+00]
 [ 7.01121523e-05  1.00540548e+00 -1.35350367e+01]
 [ 5.91623828e-06 -1.71466205e-05  1.00000000e+00]]"
