,Registered_file,Template_file,Transformation_matrix
0,reg_day17A5.png,reg_day06A5.png,"[[ 1.00905032e+00 -3.18974888e-02  2.77174061e+00]
 [ 2.09252533e-02  1.02102072e+00 -2.54883819e+01]
 [ 5.31415590e-05 -3.52907316e-05  1.00000000e+00]]"
