,Registered_file,Template_file,Transformation_matrix
0,reg_day11A5.png,reg_day06A5.png,"[[ 1.00663726e+00  2.14871712e-02 -8.73788748e+00]
 [-2.78509561e-02  1.01047643e+00 -1.10198723e+00]
 [ 8.29380061e-06 -2.71065032e-06  1.00000000e+00]]"
