,Registered_file,Template_file,Transformation_matrix
0,reg_day08A5.png,reg_day06A5.png,"[[ 9.94489909e-01 -5.65883224e-03 -1.94101867e+00]
 [-1.36848240e-02  9.92493404e-01 -2.75801581e-01]
 [ 2.16292246e-06 -3.96666415e-05  1.00000000e+00]]"
