,Registered_file,Template_file,Transformation_matrix
0,reg_day16A5.png,reg_day06A5.png,"[[ 1.05815099e+00  4.60935638e-02 -1.44498065e+01]
 [-7.32258508e-02  1.06807437e+00  1.20436936e+00]
 [ 1.24337558e-04 -2.31850862e-05  1.00000000e+00]]"
