,Registered_file,Template_file,Transformation_matrix
0,reg_day10A5.png,reg_day06A5.png,"[[ 9.82829411e-01 -4.03339066e-02  2.18842955e+01]
 [ 2.78604025e-02  1.00633223e+00 -1.10267260e+01]
 [-2.56250334e-05  5.00975080e-06  1.00000000e+00]]"
