,Registered_file,Template_file,Transformation_matrix
0,reg_day12A5.png,reg_day06A5.png,"[[ 1.00398923e+00  1.15237329e-02 -9.73876117e+00]
 [-1.72935388e-02  1.01327696e+00 -1.58447944e+00]
 [ 1.22555318e-05 -1.41859513e-05  1.00000000e+00]]"
